timestamp,altitude_ft,speed_knots,fuel_lbs,engine_temp_c
2024-01-01 10:00:00,10049.671415301123,243.21505269512778,5017.414312383341,170.2914204865939
2024-01-01 10:00:10,9986.173569882882,246.94500536946347,5013.966159624783,184.1752152959469
2024-01-01 10:00:20,10064.76885381007,244.02618938954856,4952.773967705725,191.1945739056112
2024-01-01 10:00:30,10152.302985640803,251.1041804694612,5028.379151082187,202.24503366387037
2024-01-01 10:00:40,9976.584662527666,261.9717853146191,4924.6957862131685,215.36243489910316
2024-01-01 10:00:50,9976.586304305081,242.28957842858796,4966.290683701983,210.41203915057648
2024-01-01 10:01:00,10157.92128155074,260.00820497768416,4898.845489343108,182.31012802328772
2024-01-01 10:01:10,10076.74347291529,242.18327927653112,5076.531185834139,194.4243160675152
2024-01-01 10:01:20,9953.052561406505,241.52372787503117,4986.822365286734,201.1456338305385
2024-01-01 10:01:30,10054.256004358596,258.1859461834321,5106.544021722813,196.0668931333025
2024-01-01 10:01:40,9953.658230718755,259.21936378007615,5038.147296305972,195.96057161197558
2024-01-01 10:01:50,9953.427024642975,258.51409936762656,5020.204690645549,174.15885013018593
2024-01-01 10:02:00,10024.196227156603,236.8420259178186,4968.288375261947,182.7089877329054
2024-01-01 10:02:10,9808.67197553422,245.3404902192795,4945.082238189626,193.9559022629109
2024-01-01 10:02:20,9827.508216748696,258.2298859200332,5023.348298666844,153.60161487582258
2024-01-01 10:02:30,9943.771247075903,250.41541840563895,4993.423999506348,209.6096648001478
2024-01-01 10:02:40,9898.716887966557,239.26307153802537,4929.836164193732,179.40981350433395
2024-01-01 10:02:50,10031.424733259528,254.58317939125442,4920.756739140581,210.30257199897707
2024-01-01 10:03:00,9909.19759244788,242.8519274100853,4948.464453506817,208.98374006706365
2024-01-01 10:03:10,10158.76962986647,237.94524848392211,5087.247981225308,191.84460435331422
2024-01-01 10:03:20,10146.564876892155,265.4484146241826,5106.663495860561,215.00822488552308
2024-01-01 10:03:30,9977.422369951346,256.04097426355565,5006.049037323442,211.147960173874
2024-01-01 10:03:40,10006.752820468793,263.6100670476977,5003.04669976806,195.3655779374804
2024-01-01 10:03:50,9857.525181378654,250.6479135012338,4978.58352136252,193.67360577212452
2024-01-01 10:04:00,9945.561727547481,257.65437494375016,4948.47525253652,216.45849178496536
2024-01-01 10:04:10,10011.092258970986,264.7772029530208,5063.758452830357,203.48020759111498
2024-01-01 10:04:20,9884.90064225777,252.45498681794314,5088.478299642851,215.67045752552212
2024-01-01 10:04:30,10037.569801834567,247.44812828485718,4949.92850565403,164.16538888470893
2024-01-01 10:04:40,9939.93613100812,232.95378041822883,4990.257521022764,201.47727645529193
2024-01-01 10:04:50,9970.830625020672,249.16866474278507,4971.706104906486,176.3388636954594
2024-01-01 10:05:00,9939.829338777061,258.2342318456231,4972.987446196745,199.61317238769854
2024-01-01 10:05:10,10185.227818450894,259.4563342756763,5053.094792709487,210.70730312518825
2024-01-01 10:05:20,9998.650277526207,255.0436506571841,4928.0012826676875,226.08710218623654
2024-01-01 10:05:30,9594.22890710441,274.58700905037756,5016.722824480808,185.92749907344222
2024-01-01 10:05:40,10082.254491210319,230.2317843105241,5029.611225297286,192.11442792047026
2024-01-01 10:05:50,9877.915635002897,245.04784901995265,4985.891741249902,198.56700639386693
2024-01-01 10:06:00,10020.886359500475,246.9565512894605,5037.452671277331,185.38203347807163
2024-01-01 10:06:10,9804.032987612023,246.87071032809985,4999.981851952865,214.67839593183885
2024-01-01 10:06:20,9867.181395110158,256.1855635697792,5053.255735981798,198.94858181951565
2024-01-01 10:06:30,10519.686123586913,269.8567641101484,4916.0889546757,201.8293553506407
2024-01-01 10:06:40,10073.84665799954,251.23529201841092,4974.560436869649,209.3025969016124
2024-01-01 10:06:50,10017.136828118997,247.8326821084354,4988.20852277544,198.92432725436885
2024-01-01 10:07:00,9988.435171761175,247.40778186995908,4857.988790692424,187.73691307736203
2024-01-01 10:07:10,9969.889630441072,251.24384766907716,4937.101503235064,199.054696425523
2024-01-01 10:07:20,9852.147800963257,241.717062396516,4950.519157194052,187.15727960729916
2024-01-01 10:07:30,9928.015579160528,251.20198558746054,5038.409399651158,201.61971333674728
2024-01-01 10:07:40,9953.93612290402,254.508123363318,4955.456912592261,214.95406581202695
2024-01-01 10:07:50,10105.71222262189,252.0968606357449,4949.6951105406915,182.37532561591502
2024-01-01 10:08:00,10034.361828956846,254.5754193400478,5031.2733289368,177.01443497836863
2024-01-01 10:08:10,9823.695984463726,254.33747609348535,4909.3034876124875,200.7387490387951
2024-01-01 10:08:20,10032.40839693948,232.28103317753556,4886.436796527812,188.4830057488414
2024-01-01 10:08:30,9961.491771958368,256.368701583954,4971.719364894522,200.47617911617954
2024-01-01 10:08:40,9932.307799969403,243.28985154337548,4917.213621492072,204.8060528091455
2024-01-01 10:08:50,10061.167628884086,239.04160836996041,4918.914975161007,167.84470656607192
2024-01-01 10:09:00,10103.099952249595,238.95548172145004,5017.870609476388,210.34774141487813
2024-01-01 10:09:10,10093.12801191162,254.33541610472528,5032.797591785617,182.45497245567128
2024-01-01 10:09:20,9916.078247677737,247.77425072775148,5028.242090680595,199.66478074152965
